grab,ɡræb,<div><ul><li>agarre</li><li>cuchara</li><li>agarrar</li><li>coger</li><li>aprovechar</li><li>atrapar</li><li>asir</li><li>acaparar</li><li>echar mano</li><li>apropiarse</li><li>tomar</li></ul></div>,"<img src=""08_0148.jpg"" />",[sound:08_0148.mp3],[sound:08_0148_meaning.mp3],[sound:08_0148_example.mp3],To <i>grab</i> is to take a hold of someone or something suddenly.,<i>Agarrar</i> es tomar a alguien o algo de repente.,I <b>grabbed</b> a pear from the tree.,<b>Agarré</b> una pera del árbol.
hang,hæŋ,<ul><li><a>colgar</a><br></li><li><a></a><a>colgarse</a><br></li><li><a></a><a></a><a>tender</a><br></li><li><a></a><a></a><a>enganchar</a><br></li><li><a></a><a>guindar</a><br></li><li><a></a><a>pender</a><br></li><li><a></a><a></a><a>ahorcar</a>&nbsp;<br></li></ul>,"<img src=""08_0149.jpg"" />",[sound:08_0149.mp3],[sound:08_0149_meaning.mp3],[sound:08_0149_example.mp3],To <i>hang</i> something is to keep it above the ground.,<i>Colgar</i> algo es mantenerlo por encima del suelo.,"I drew a picture of my family, and my mother <b>hung</b> it on the wall.","Dibujé un cuadro de mi familia, y mi madre lo <b>colgó</b> en la pared."
huge,hjuːdʒ,<ul><li>enorme</li><li>enormes</li><li>grande</li><li>tremendo</li><li>inmenso</li><li>importante</li><li>gigantesco</li><li>amplio</li><li>gigante</li><li>ingente</li><li>descomunal</li><li>colosal</li><li>extensa</li><li>vasto</li><li>elevado</li><li>formidable</li></ul>,"<img src=""08_0150.jpg"" />",[sound:08_0150.mp3],[sound:08_0150_meaning.mp3],[sound:08_0150_example.mp3],"If something is <i>huge</i>, it is very big.","Si algo es <i>enorme</i>, es muy grande.","At work, my father drives a <b>huge</b> truck.","En el trabajo, mi padre conduce un camión <b>enorme</b>."
necessary,ˈnesəseri,<ul><li><a>necesario</a><br></li><li><a></a><a>preciso</a><br></li><li><a></a><a></a><a>imprescindible</a><br></li><li><a></a><a></a><a>indispensable</a><br></li><li><a></a><a>esencial</a><br></li><li><a></a><a>fundamental</a><br></li><li><a></a><a>básico</a><br></li><li><a></a><a></a><a>inevitable</a><br></li></ul>,"<img src=""08_0151.jpg"" />",[sound:08_0151.mp3],[sound:08_0151_meaning.mp3],[sound:08_0151_example.mp3],"If something is <i>necessary</i>, you must do it.","Si algo es <i>necesario</i>, debes hacerlo.",A passport is <b>necessary</b> if you travel to other countries.,Un pasaporte es <b>necesario</b> si viajas a otros países.
pattern,ˈpætərn,<ul><li>patrón</li><li>modelo</li><li>diseño</li><li>motivo</li><li>estampado</li><li>muestra</li><li>forma</li><li>esquema</li><li>modalidad</li><li>dibujo</li><li>pauta</li><li>plantilla</li><li>tendencia</li><li>curso</li><li>trama</li><li>comportamiento</li><li>ruta</li><li>estampar</li></ul>,"<img src=""08_0152.jpg"" />",[sound:08_0152.mp3],[sound:08_0152_meaning.mp3],[sound:08_0152_example.mp3],A <i>pattern</i> is a way in which something is done or organized.,Un <i>patrón</i> es una forma en que algo se hace u organiza.,My <b>pattern</b> of brushing my teeth is the same as most people’s.,Mi <b>patrón</b> de cepillarme los dientes es el mismo que el de la mayoría de la gente.
propose,prəˈpəʊz,<ul><li>proponer</li><li>formular</li><li>sugerir</li><li>plantear</li><li>presentar</li><li>proponerse</li><li>comprometerse</li><li>pensar hacer</li><li>pedir matrimonio</li><li>proponer matrimonio</li><li>declararse</li><li>pedir mano</li></ul>,"<img src=""08_0153.jpg"" />",[sound:08_0153.mp3],[sound:08_0153_meaning.mp3],[sound:08_0153_example.mp3],To <i>propose</i> something is to say that it should be done.,<i>Proponer</i> algo es decir que debería hacerse.,My grandmother <b>proposed</b> that we have our picture taken with Santa.,Mi abuela <b>propuso</b> que nos tomáramos una foto con Santa.
purpose,ˈpɜːrpəs,<div><ul><li>propósito</li><li>finalidad</li><li>objetivo</li><li>fin</li><li>causa</li><li>determinación</li><li>finalid. perseguida</li><li>objeto</li><li>motivo</li><li>misión</li><li>uso</li><li>razón</li><li>intención</li><li>meta</li><li>función</li><li>resolución</li></ul></div>,"<img src=""08_0154.jpg"" />",[sound:08_0154.mp3],[sound:08_0154_meaning.mp3],[sound:08_0154_example.mp3],A <i>purpose</i> is the reason that you do something.,Un <i>propósito</i> es la razón por la que haces algo.,The <b>purpose</b> of exercising is to get into shape.,El <b>propósito</b> de hacer ejercicio es ponerse en forma.
release,rɪˈliːs,<ul><li><a>liberación</a><br></li><li><a></a><a>lanzamiento</a><br></li><li><a></a><a></a><a>comunicado</a><br></li><li><a></a><a></a><a>edición</a><br></li><li><a></a><a></a><a>cesión</a><br></li><li><a></a><a></a><a>desembrague</a><br></li><li><a></a><a></a><a>secreción</a><br></li><li><a></a><a></a><a>desahogo</a><br></li><li><a></a><a></a><a>suelta</a><br></li><li><a></a><a></a><a>publicación</a><br></li><li><a></a><a>liberar</a><br></li><li><a></a><a>revelar</a><br></li><li><a></a><a></a><a>soltar</a><br></li><li><a></a><a></a><a>publicar</a><br></li><li><a></a><a></a><a>estrenar</a><br></li><li><a></a><a></a><a>eximir</a><br></li><li><a></a><a></a><a>dar de alta</a><br></li><li><a></a><a></a><a>despedir</a></li></ul>,"<img src=""08_0155.jpg"" />",[sound:08_0155.mp3],[sound:08_0155_meaning.mp3],[sound:08_0155_example.mp3],To <i>release</i> something is to stop holding it.,<i>Soltar</i> algo es dejar de sostenerlo.,She <b>released</b> the bird from her hands.,Ella <b>soltó</b> el pájaro de sus manos.
require,rɪˈkwaɪər,<ul><li><a>requerir</a><br></li><li><a></a><a>exigir</a><br></li><li><a></a><a></a><a>necesitar</a><br></li><li><a></a><a></a><a>solicitar</a><br></li><li><a></a><a>pedir</a><br></li><li><a></a><a></a><a>precisar</a><br></li><li><a></a><a></a><a>reclamar</a><br></li><li><a></a><a></a><a>demandar</a><br></li><li><a></a><a>requiere<br></a></li></ul>,"<img src=""08_0156.jpg"" />",[sound:08_0156.mp3],[sound:08_0156_meaning.mp3],[sound:08_0156_example.mp3],To <i>require</i> something is to say that it is necessary.,<i>Requerir</i> algo es decir que es necesario.,We <b>require</b> teachers to have a university degree.,<b>Requerimos</b> que los maestros tengan un título universitario.
satisfied,ˈsætɪsfaɪd,<ul><li><a>satisfecho</a><br></li><li><a></a><a>contento</a><br></li><li><a></a><a></a><a>complacido</a><br></li><li><a></a><a></a><a>conforme</a><br></li><li><a></a><a></a><a>cumplido</a><br></li><li><a></a><a>complacida</a><br></li></ul>,"<img src=""08_0157.jpg"" />",[sound:08_0157.mp3],[sound:08_0157_meaning.mp3],[sound:08_0157_example.mp3],You are <i>satisfied</i> when you have what you wanted.,Estás <i>satisfecho</i> cuando tienes lo que querías.,I am very <b>satisfied</b> with your work.,Estoy muy <b>satisfecho</b> con tu trabajo.
single,ˈsɪŋɡl,<ul><li><a>único</a><br></li><li><a></a><a>individual</a><br></li><li><a></a><a></a><a>simple</a><br></li><li><a></a><a></a><a>sencillo</a></li><li><a></a><a></a><a>soltero</a><br></li><li><a></a><a></a><a>mismo</a><br></li><li><a></a><a></a><a>unitario</a><br></li><li><a></a><a></a><a>singular</a><br></li><li><a></a><a></a><div><a></a><div><a></a><a>de ida</a></div></div></li><li><div><a></a><a>disco</a></div></li><li><div><a>sencillo</a><br></div></li></ul>,"<img src=""08_0158.jpg"">",[sound:08_0158.mp3],[sound:08_0158_meaning.mp3],[sound:08_0158_example.mp3],"If something is <i>single</i>, then there is only one.","Si algo es <i>único</i>, entonces hay solo uno.",I have a <b>single</b> key in my hand.,Tengo una <b>única</b> llave en mi mano.
tear,teər,<div><ul><li>rotura</li><li>desgarro</li><li>lágrima</li><li>desgarre</li><li>rasgón</li><li>ruptura</li><li>desgarramiento</li><li>desgarrón</li><li>desgarrar</li><li>lanzarse</li><li>arrancar</li><li>rasgar</li><li>romper</li><li>desgarrarse</li><li>lacrimógeno</li></ul></div>,"<img src=""08_0159.jpg"" />",[sound:08_0159.mp3],[sound:08_0159_meaning.mp3],[sound:08_0159_example.mp3],To <i>tear</i> something means to pull it apart.,<i>Rasgar</i> algo significa dividirlo en partes.,It is easy to <b>tear</b> paper.,Es fácil <b>rasgar</b> papel.
theory,ˈθiːəri,<ul><li><a>teoría</a><br></li><li><a></a><a>doctrina</a><br></li><li><a></a><a></a><a>hipótesis</a><br></li><li><a></a><a></a><a>explicación</a><br></li><li><a></a><a></a><a>supuesto</a><br></li><li><a></a><a></a><a>teórico</a><br></li></ul>,"<img src=""08_0160.jpg"" />",[sound:08_0160.mp3],[sound:08_0160_meaning.mp3],[sound:08_0160_example.mp3],A <i>theory</i> is an idea about how something works.,Una <i>teoría</i> es una idea sobre cómo funciona algo.,We talked about Einstein’s <b>theory</b> of relativity in class.,Hablamos sobre la <b>teoría</b> de la relatividad de Einstein en clase.
animal,ˈænɪml,<ul><li><a>animal</a><br></li><li><a></a><a>bestia</a><br></li><li><a></a><a></a><a>salvaje</a><br></li></ul>,"<img src=""09_0161.jpg"" />",[sound:09_0161.mp3],[sound:09_0161_meaning.mp3],[sound:09_0161_example.mp3],An <i>animal</i> is a living thing that can move.,Un <i>animal</i> es un ser vivo que puede moverse.,My favorite <b>animal</b> is the panda.,Mi <b>animal</b> favorito es el panda.
bus,bʌs,<ul><li><a>autobús</a><br></li><li><a></a><a>bus</a><br></li><li><a></a><a></a><a>ómnibus</a><br></li><li><a></a><a></a><a>autocar</a><br></li><li><a></a><a></a><a>colectivo</a><br></li></ul>,"<img src=""09_0162.jpg"" />",[sound:09_0162.mp3],[sound:09_0162_meaning.mp3],[sound:09_0162_example.mp3],A <i>bus</i> is a large vehicle that people travel on.,Un <i>autobús</i> es un vehículo grande en el que viaja la gente.,My father takes the <b>bus</b> to work.,Mi padre toma el <b>autobús</b> para ir al trabajo.
cat,kæt,<ul><li><a>gato</a><br></li><li><a></a><a>felino</a><br></li></ul>,"<img src=""09_0163.jpg"" />",[sound:09_0163.mp3],[sound:09_0163_meaning.mp3],[sound:09_0163_example.mp3],A <i>cat</i> is a small animal related to lions and tigers that is kept as a pet.,Un <i>gato</i> es un animal pequeño relacionado con los leones y tigres que se tiene como mascota.,This <b>cat</b> is playing with a ball.,Este <b>gato</b> está jugando con una pelota.
command,kəˈmænd,<ul><li>comando</li><li>mando</li><li>dominio</li><li>orden</li><li>mandamiento</li><li>mandato</li><li>instrucción</li><li>autoridad</li><li>disposición</li><li>precepto</li><li>ordenar</li><li>exigir</li><li>imponer</li><li>infundir</li><li>ganarse</li><li>dominar</li><li>controlar</li><li>mandar</li></ul>,"<img src=""09_0164.jpg"" />",[sound:09_0164.mp3],[sound:09_0164_meaning.mp3],[sound:09_0164_example.mp3],A <i>command</i> is an order given to a person or animal to do something.,Una <i>orden</i> es una instrucción dada a una persona o animal para hacer algo.,Joe gave the students a <b>command</b> to stand up.,Joe dio a los estudiantes una <b>orden</b> para que se levantaran.
depend,dɪˈpend,<ul><li><a>depender</a></li><li><a>depende<br></a></li></ul>,"<img src=""09_0165.jpg"" />",[sound:09_0165.mp3],[sound:09_0165_meaning.mp3],[sound:09_0165_example.mp3],To <i>depend</i> on something is to need it for support or help.,<i>Depender</i> de algo es necesitarlo para apoyo o ayuda.,My grandfather <b>depends</b> on a cane when he walks.,Mi abuelo <b>depende</b> de un bastón cuando camina.
dog,dɔːɡ,<ul><li><a>perro</a><br></li><li><a></a><a>can</a><br></li><li><a></a><a>perra</a><br></li><li><a></a><a></a><a>canina</a><br></li></ul>,"<img src=""09_0166.jpg"" />",[sound:09_0166.mp3],[sound:09_0166_meaning.mp3],[sound:09_0166_example.mp3],A <i>dog</i> is an animal with four legs and a tail that is kept as a pet or trained to work.,Un <i>perro</i> es un animal con cuatro patas y una cola que se tiene como mascota o se entrena para trabajar.,This woman’s best friend is her <b>dog</b>.,El mejor amigo de esta mujer es su <b>perro</b>.
door,dɔːr,<div><ul><li>puerta</li><li>portón</li><li>de puertas</li><li>de las puertas</li><li>de la puerta</li></ul></div>,"<img src=""09_0167.jpg"" />",[sound:09_0167.mp3],[sound:09_0167_meaning.mp3],[sound:09_0167_example.mp3],A <i>door</i> is an object that swings or slides open and shut.,Una <i>puerta</i> es un objeto que se abre y cierra al moverse de un lado a otro.,"Can you close the <b>door</b>, please?","¿Puedes cerrar la <b>puerta</b>, por favor?"
friend,frend,<div><ul><li>amigo</li><li>amiga</li><li>compañero</li><li>conocido</li><li>colega</li><li>camarada</li><li>compañera</li></ul></div>,"<img src=""09_0168.jpg"" />",[sound:09_0168.mp3],[sound:09_0168_meaning.mp3],[sound:09_0168_example.mp3],A <i>friend</i> is someone a person knows and likes spending time with.,Un <i>amigo</i> es alguien que una persona conoce y con quien le gusta pasar tiempo.,Brian’s <b>friend</b> is very sad.,El <b>amigo</b> de Brian está muy triste.
hear,hɪr,<ul><li><a>escuchar</a><br></li><li><a></a><a>oír</a><br></li><li><a></a><a></a><a>atender</a><br></li><li><a></a><a></a><a>sentir</a><br></li><li><a></a><a></a><a>saber</a><br></li><li><a></a><a></a><a>enterarse</a><br></li></ul>,"<img src=""09_0169.jpg"" />",[sound:09_0169.mp3],[sound:09_0169_meaning.mp3],[sound:09_0169_example.mp3],To <i>hear</i> is to be aware of sound through your ears.,<i>Escuchar</i> es ser consciente del sonido a través de tus oídos.,Michelle cannot <b>hear</b> what you are saying.,Michelle no puede <b>escuchar</b> lo que estás diciendo.
help,help,<div><ul><li>ayudar</li><li>servir</li><li>remediar</li><li>asistir</li><li>auxiliar</li><li>socorrer</li><li>valer</li><li>ayuda</li><li>asistencia</li><li>apoyo</li><li>colaboración</li><li>socorro</li><li>auxilio</li><li>contribución</li><li>concurso</li><li>cooperación</li></ul></div>,"<img src=""09_0170.jpg"" />",[sound:09_0170.mp3],[sound:09_0170_meaning.mp3],[sound:09_0170_example.mp3],To <i>help</i> is to do something that makes something easier for someone else.,<i>Ayudar</i> es hacer algo que facilite algo a otra persona.,Jane can <b>help</b> Nathan climb up the rock.,Jane puede <b>ayudar</b> a Nathan a subir la roca.
horse,hɔːrs,<ul><li><a>caballo</a><br></li><li><a></a><a>equino</a><br></li><li><a></a><a></a><a>potro</a><br></li><li><a></a><a></a><a>corcel</a><br></li><li><a></a><a></a><a>ecuestre</a><br></li></ul>,"<img src=""09_0171.jpg"" />",[sound:09_0171.mp3],[sound:09_0171_meaning.mp3],[sound:09_0171_example.mp3],"A <i>horse</i> is a big, strong animal that people ride and use for pulling heavy things.",Un <i>caballo</i> es un animal grande y fuerte que la gente monta y utiliza para tirar de cosas pesadas.,I went to a farm and saw a <b>horse</b>.,Fui a una granja y vi un <b>caballo</b>.
hospital,ˈhɑːspɪtl,<ul><li><a>hospital</a><br></li><li><a></a><a>centro hospitalario</a><br></li></ul>,"<img src=""09_0172.jpg"" />",[sound:09_0172.mp3],[sound:09_0172_meaning.mp3],[sound:09_0172_example.mp3],A <i>hospital</i> is where sick or hurt people receive care or treatment.,Un <i>hospital</i> es donde las personas enfermas o heridas reciben atención o tratamiento.,The doctor talks to a patient at the <b>hospital</b>.,El doctor habla con un paciente en el <b>hospital</b>.
leg,leɡ,<div><ul><li>pierna</li><li>pata</li><li>etapa</li><li>tramo</li><li>pernera</li><li>caña</li><li>lado</li><li>fase</li><li>remo</li><li>cateto</li><li>trayecto</li></ul></div>,"<img src=""09_0173.jpg"" />",[sound:09_0173.mp3],[sound:09_0173_meaning.mp3],[sound:09_0173_example.mp3],A <i>leg</i> is a body part used for standing and walking.,Una <i>pierna</i> es una parte del cuerpo utilizada para estar de pie y caminar.,She hurt her <b>leg</b>.,Ella se lastimó la <b>pierna</b>.
medical,ˈmedɪkl,<ul><li><a>médico</a><br></li><li><a></a><a>sanitario</a><br></li><li><a></a><a>sanitaria</a><br></li><li><a></a><a></a><a>clínico</a><br></li></ul>,"<img src=""09_0174.jpg"" />",[sound:09_0174.mp3],[sound:09_0174_meaning.mp3],[sound:09_0174_example.mp3],<i>Medical</i> means related to the treatment of an injury or disease.,<i>Médico</i> significa relacionado con el tratamiento de una lesión o enfermedad.,Tyler is a <b>medical</b> student studying to become a doctor.,Tyler es un estudiante de <b>medicina</b> que estudia para ser médico.
open,ˈəʊpən,<ul><li>abierto</li><li>transparente</li><li>descubierto</li><li>público</li><li>franco</li><li>libre</li><li>vacante</li><li>sincero</li><li>expuesto</li><li>declarado</li><li>destapado</li><li>abrir</li><li>abrirse</li><li>comenzar</li><li>desplegar</li><li>iniciar</li><li>inaugurar</li><li>dilatar</li></ul>,"<img src=""09_0175.jpg"" />",[sound:09_0175.mp3],[sound:09_0175_meaning.mp3],[sound:09_0175_example.mp3],To <i>open</i> is to move something so that an opening is not covered.,<i>Abrir</i> es mover algo para que una abertura no esté cubierta.,Amy likes to <b>open</b> the window to let fresh air in.,A Amy le gusta <b>abrir</b> la ventana para dejar entrar aire fresco.
pull,pʊl,<div><ul><li>tracción</li><li>fuerza</li><li>tirón</li><li>chupada</li><li>tirador</li><li>atracción</li><li>influencia</li><li>tirar</li><li>atraer</li><li>arrancar</li><li>apretar</li><li>extraer</li><li>jalar</li><li>arrastrar</li><li>halar</li><li>ir</li><li>remar</li></ul></div>,"<img src=""09_0176.jpg"" />",[sound:09_0176.mp3],[sound:09_0176_meaning.mp3],[sound:09_0176_example.mp3],To <i>pull</i> is to hold onto something to move it toward you.,<i>Tirar</i> es sostener algo para moverlo hacia ti.,The children <b>pull</b> the rope.,Los niños <b>tiran</b> de la cuerda.
rabbit,ˈræbɪt,<ul><li><a>conejo</a><br></li><li><a></a><a>parlotear</a><br></li></ul>,"<img src=""09_0177.jpg"" />",[sound:09_0177.mp3],[sound:09_0177_meaning.mp3],[sound:09_0177_example.mp3],A <i>rabbit</i> is a small animal with long ears that lives in a hole in the ground.,Un <i>conejo</i> es un animal pequeño con orejas largas que vive en un agujero en el suelo.,Look at the <b>rabbit</b> in the park.,Mira el <b>conejo</b> en el parque.
school,skuːl,<ul><li>escuela</li><li>colegio</li><li>academia</li><li>secundaria</li><li>universidad</li><li>instituto</li><li>facultad</li><li>centro educativo</li><li>banco</li><li>cole</li><li>centro de estudios</li><li>educar</li></ul>,"<img src=""09_0178.jpg"" />",[sound:09_0178.mp3],[sound:09_0178_meaning.mp3],[sound:09_0178_example.mp3],A <i>school</i> is a place where children go to learn.,Una <i>escuela</i> es un lugar donde los niños van a aprender.,The students study at <b>school</b>.,Los estudiantes estudian en la <b>escuela</b>.
see,siː,<div><ul><li>ocuparse</li><li>consultar</li><li>visitar</li><li>contemplar</li><li>ver</li><li>entender</li><li>percibir</li><li>imaginar</li><li>encontrar</li><li>procurar</li><li>sede</li></ul></div>,"<img src=""09_0179.jpg"" />",[sound:09_0179.mp3],[sound:09_0179_meaning.mp3],[sound:09_0179_example.mp3],To <i>see</i> is to use your eyes to look at something or someone.,<i>Ver</i> es usar tus ojos para mirar algo o a alguien.,Steven does not want to <b>see</b> the scary picture.,Steven no quiere <b>ver</b> la imagen aterradora.
service,ˈsɜːrvɪs,<ul><li><a>servicio</a><br></li><li><a></a><a>oficio</a><br></li><li><a></a><a></a><a>prestación</a><br></li><li><a></a><a></a><a>mantenimiento</a><br></li><li><a></a><a></a><a>función</a><br></li><li><a></a><a></a><a>culto</a><br></li><li><a></a><a></a><a>estar al servicio</a><br></li><li><a></a><a></a><a>inspeccionar</a><br></li></ul>,"<img src=""09_0180.jpg"" />",[sound:09_0180.mp3],[sound:09_0180_meaning.mp3],[sound:09_0180_example.mp3],<i>Service</i> is the act of helping or serving someone.,<i>Servicio</i> es el acto de ayudar o atender a alguien.,This coffee shop has excellent <b>service</b>.,Esta cafetería tiene un <b>servicio</b> excelente.
benefit,ˈbenɪfɪt,<ul><li>beneficio</li><li>ventaja</li><li>prestación</li><li>provecho</li><li>utilidad</li><li>bien</li><li>subsidio</li><li>pensión</li><li>ayuda</li><li>lucro</li><li>beneficiarse</li><li>beneficiar</li><li>aprovechar</li><li>promover</li><li>sacar provecho</li><li>favorecer</li><li>servir</li><li>sacar tajada</li></ul>,"<img src=""10_0181.jpg"" />",[sound:10_0181.mp3],[sound:10_0181_meaning.mp3],[sound:10_0181_example.mp3],A <i>benefit</i> is a good thing.,Un <i>beneficio</i> es algo bueno.,Being able to fly is a <b>benefit</b> to birds.,Poder volar es un <b>beneficio</b> para las aves.
certain,ˈsɜːrtn,<div><ul><li>cierto</li><li>determinado</li><li>seguro</li><li>definitivo</li><li>innegable</li><li>indiscutible</li><li>algunos</li><li>particular</li><li>específica</li><li>positivo</li></ul></div>,"<img src=""10_0182.jpg"" />",[sound:10_0182.mp3],[sound:10_0182_meaning.mp3],[sound:10_0182_example.mp3],"If you are <i>certain</i> about something, you know it is true.","Si estás <i>seguro</i> de algo, sabes que es cierto.",I am <b>certain</b> that zebras have stripes.,Estoy <b>seguro</b> de que las cebras tienen rayas.
chance,tʃæns,<ul><li>oportunidad</li><li>posibilidad</li><li>azar</li><li>casualidad</li><li>suerte</li><li>probabilidad</li><li>ocasión</li><li>riesgo</li><li>probar<br></li><li>aventurar</li><li>arriesgar</li><li>fortuito<br></li></ul>,"<img src=""10_0183.jpg"" />",[sound:10_0183.mp3],[sound:10_0183_meaning.mp3],[sound:10_0183_example.mp3],A <i>chance</i> is an opportunity to do something.,Una <i>oportunidad</i> es una ocasión para hacer algo.,I had a <b>chance</b> to see the Coliseum in Rome last summer.,Tuve una <b>oportunidad</b> de ver el Coliseo en Roma el verano pasado.
effect,ɪˈfekt,<div><ul><li>efecto</li><li>consecuencia</li><li>vigencia</li><li>resultado</li><li>impacto</li><li>impresión</li><li>secuela</li><li>fin</li><li>influencia</li><li>repercusión</li><li>incidencia</li><li>sentido</li><li>eficacia</li><li>efectuar</li><li>lograr</li><li>llevar a cabo</li><li>realizar</li></ul></div>,"<img src=""10_0184.jpg"" />",[sound:10_0184.mp3],[sound:10_0184_meaning.mp3],[sound:10_0184_example.mp3],An <i>effect</i> is a change made by something else.,Un <i>efecto</i> es un cambio causado por algo más.,The medicine had a good <b>effect</b> on the boy.,La medicina tuvo un buen <b>efecto</b> en el niño.
essential,ɪˈsenʃl,<ul><li>esencial</li><li>esenciales</li><li>fundamental</li><li>imprescindible</li><li>indispensable</li><li>necesario</li><li>primordial</li><li>fundamentales</li><li>imprescindibles</li><li>importante</li><li>básico</li><li>vital</li><li>principal</li><li>ineludible</li><li>decisivo</li><li>crucial</li><li>irrenunciable</li><li>imperativo</li></ul>,"<img src=""10_0185.jpg"" />",[sound:10_0185.mp3],[sound:10_0185_meaning.mp3],[sound:10_0185_example.mp3],"If something is <i>essential</i>, it is very important and necessary.","Si algo es <i>esencial</i>, es muy importante y necesario.",It is <b>essential</b> to have oxygen when you scuba dive.,Es <b>esencial</b> tener oxígeno cuando buceas.
far,fɑːr,<ul><li>hasta ahora</li><li>hasta la fecha</li><li>hasta el momento</li><li>hasta aquí</li><li>hasta entonces</li><li>por ahora</li><li>hasta hoy</li><li>lejano</li><li>extremo</li><li>distante</li><li>alejado</li><li>lejos</li></ul>,"<img src=""10_0186.jpg"" />",[sound:10_0186.mp3],[sound:10_0186_meaning.mp3],[sound:10_0186_example.mp3],"If something is <i>far</i>, it is not close.","Si algo está <i>lejos</i>, no está cerca.",It’s <b>far</b> from the east coast to the west coast of America.,Es <b>lejos</b> de la costa este a la costa oeste de América.
focus,ˈfəʊkəs,<ul><li>enfoque</li><li>foco</li><li>atención</li><li>énfasis</li><li>prioridad</li><li>objetivo</li><li>orientación</li><li>centro</li><li>interés</li><li>centro de atención</li><li>foco de atención</li><li>focalización</li><li>eje central</li><li>enfocar</li><li>centrar</li><li>concentrar</li></ul>,"<img src=""10_0187.jpg"" />",[sound:10_0187.mp3],[sound:10_0187_meaning.mp3],[sound:10_0187_example.mp3],To <i>focus</i> on something is to think about it and pay attention to it.,<i>Enfocarse</i> en algo es pensar en ello y prestarle atención.,My mom always helps me to <b>focus</b> on my school work.,Mi mamá siempre me ayuda a <b>enfocarme</b> en mi tarea escolar.
function,ˈfʌŋkʃn,<div><ul><li>función</li><li>papel</li><li>acto</li><li>cargo</li><li>trabajo</li><li>profesión</li><li>ocupación</li><li>funcionar</li><li>servir</li><li>trabajar</li></ul></div>,"<img src=""10_0188.jpg"" />",[sound:10_0188.mp3],[sound:10_0188_meaning.mp3],[sound:10_0188_example.mp3],The <i>function</i> of something is what it does.,La <i>función</i> de algo es lo que hace.,The <b>function</b> of a flashlight is to help you see in the dark.,La <b>función</b> de una linterna es ayudarte a ver en la oscuridad.
grass,ɡræs,<div><ul><li>hierba</li><li>césped</li><li>pasto</li><li>hierbajo</li><li>gramíneas</li><li>soplón</li><li>marihuana</li></ul></div>,"<img src=""10_0189.jpg"" />",[sound:10_0189.mp3],[sound:10_0189_meaning.mp3],[sound:10_0189_example.mp3],<i>Grass</i> is the green leaves that cover the ground.,El <i>césped</i> son las hojas verdes que cubren el suelo.,The <b>grass</b> looked so soft and green.,El <b>césped</b> se veía tan suave y verde.
guard,ɡɑːrd,<ul><li><a>protector</a><br></li><li><a></a><a>protección</a><br></li><li><a></a><a></a><a>guardián</a><br></li><li><a></a><a></a><a>resguardo</a><br></li><li><a></a><a></a><a>escolta</a><br></li><li><a></a><a></a><a>defensa</a><br></li><li><a></a><a></a><a>guardar</a><br></li><li><a></a><a></a><a>proteger</a><br></li><li><a></a><a></a><a>vigilar</a><br></li><li><a></a><a></a><a>cuidar</a><br></li><li><a></a><a></a><a>resguardar</a><br></li><li><a></a><a></a><a>custodiar</a></li></ul>,"<img src=""10_0190.jpg"" />",[sound:10_0190.mp3],[sound:10_0190_meaning.mp3],[sound:10_0190_example.mp3],To <i>guard</i> something is to take care of it.,<i>Guardar</i> algo es cuidarlo.,The police officer will <b>guard</b> us from any harm.,El oficial de policía nos <b>protegerá</b> de cualquier daño.
image,ˈɪmɪdʒ,<ul><li><a>imagen<br></a></li><li><a>fotografía</a><br></li><li><a></a><a>reflejo</a><br></li><li><a></a><a></a><a>ilustración</a><br></li><li><a></a><a></a><a>retrato</a><br></li><li><a></a><a></a><a>imaginarse</a><br></li><li><a></a><a></a><a>representar</a><br></li></ul>,"<img src=""10_0191.jpg"" />",[sound:10_0191.mp3],[sound:10_0191_meaning.mp3],[sound:10_0191_example.mp3],The <i>image</i> of something is a picture of it.,La <i>imagen</i> de algo es una representación gráfica de ello.,The <b>image</b> of her eye was very clear.,La <b>imagen</b> de su ojo era muy clara.
immediate,ɪˈmiːdiət,<ul><li><a>inmediato</a><br></li><li><a></a><a>urgente</a><br></li><li><a></a><a></a><a>directo</a><br></li><li><a></a><a></a><a>apremiante</a><br></li><li><a></a><a></a><a>próximo</a><br></li><li><a></a><a></a><a>instantáneo</a><br></li><li><a></a><a></a><a>inminente</a><br></li></ul>,"<img src=""10_0192.jpg"" />",[sound:10_0192.mp3],[sound:10_0192_meaning.mp3],[sound:10_0192_example.mp3],"If something is <i>immediate</i>, it happens quickly.","Si algo es <i>inmediato</i>, sucede rápidamente.",An <b>immediate</b> response came from the pizza place.,Una respuesta <b>inmediata</b> vino de la pizzería.
